oD code,Organisation,Year,Region,Spending,Notes
26,Summit Ministries,2012,Middle East & North Africa,$0,
27,The Heritage Foundation,2012,Middle East & North Africa,"$5,898",
28,World Youth Alliance,2012,Middle East & North Africa,"$42,678",
1,Acton Institute for the Study of Religion and Liberty,2012,North America (outside the US),$0,
2,Alliance Defending Freedom,2012,North America (outside the US),"$447,020",
3,American Center for Law and Justice,2012,North America (outside the US),$0,
4,"American Society for the Defense of Tradition, Family, Property",2012,North America (outside the US),$0,
5,Bethany Christian Services,2012,North America (outside the US),$0,
6,Billy Graham Evangelistic Association,2012,North America (outside the US),"$1,134,967",
7,Capitol Ministries,2012,North America (outside the US),$0,
8,Cato Institute,2012,North America (outside the US),$0,
9,Exodus Cry,2012,North America (outside the US),$0,
10,Family Research Council,2012,North America (outside the US),,No Schedule F
11,Family Watch International,2012,North America (outside the US),,No Schedule F
12,Federalist Society,2012,North America (outside the US),$0,
13,Fellowship Foundation,2012,North America (outside the US),"$12,000",
14,Focus on the Family,2012,North America (outside the US),$0,
15,Heartbeat International,2012,North America (outside the US),"$2,570",
16,Home School Legal Defense Association,2012,North America (outside the US),"$5,950",
17,Human Life International,2012,North America (outside the US),$0,
18,International House of Prayer,2012,North America (outside the US),,No Schedule F
19,International Human Rights Group,2012,North America (outside the US),,No 990
20,InterVarsity Christian Fellowship,2012,North America (outside the US),"$645,429",
21,Leadership Institute,2012,North America (outside the US),17392,
22,Liberty Counsel,2012,North America (outside the US),$0,
23,LifeSiteNews,2012,North America (outside the US),"$99,719",
24,Population Research Institute,2012,North America (outside the US),$0,
25,Religious Freedom Institute,2012,North America (outside the US),,No 990
26,Summit Ministries,2012,North America (outside the US),$0,
27,The Heritage Foundation,2012,North America (outside the US),$0,
28,World Youth Alliance,2012,North America (outside the US),$0,
1,Acton Institute for the Study of Religion and Liberty,2011,Africa,"$16,103",
2,Alliance Defending Freedom,2011,Africa,"$6,300",
3,American Center for Law and Justice,2011,Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2011,Africa,$0,
5,Bethany Christian Services,2011,Africa,"$791,400",
6,Billy Graham Evangelistic Association,2011,Africa,"$3,696,785",
7,Capitol Ministries,2011,Africa,,No Schedule F
8,Cato Institute,2011,Africa,$0,
9,Exodus Cry,2011,Africa,$0,
10,Family Research Council,2011,Africa,,No Schedule F
11,Family Watch International,2011,Africa,,No 990
12,Federalist Society,2011,Africa,$0,
13,Fellowship Foundation,2011,Africa,"$2,568,578",
14,Focus on the Family,2011,Africa,"$212,064",
15,Heartbeat International,2011,Africa,"$10,000",
16,Home School Legal Defense Association,2011,Africa,$0,
17,Human Life International,2011,Africa,"$539,332",
18,International House of Prayer,2011,Africa,"$20,038",
19,International Human Rights Group,2011,Africa,,No 990
20,InterVarsity Christian Fellowship,2011,Africa,"$69,388",
21,Leadership Institute,2011,Africa,$0,
22,Liberty Counsel,2011,Africa,,No Schedule F
23,LifeSiteNews,2011,Africa,$0,
24,Population Research Institute,2011,Africa,$0,
25,Religious Freedom Institute,2011,Africa,,No 990
26,Summit Ministries,2011,Africa,$0,
27,The Heritage Foundation,2011,Africa,$0,
28,World Youth Alliance,2011,Africa,"$54,111",
1,Acton Institute for the Study of Religion and Liberty,2011,Asia,"$7,800",
2,Alliance Defending Freedom,2011,Asia,"$33,618",
3,American Center for Law and Justice,2011,Asia,$0,
4,"American Society for the Defense of Tradition, Family, Property",2011,Asia,$0,
5,Bethany Christian Services,2011,Asia,,No Schedule F
6,Billy Graham Evangelistic Association,2011,Asia,"$4,009,692",
7,Capitol Ministries,2011,Asia,,No Schedule F
8,Cato Institute,2011,Asia,$0,
9,Exodus Cry,2011,Asia,4339,
10,Family Research Council,2011,Asia,,No Schedule F
11,Family Watch International,2011,Asia,,No 990
12,Federalist Society,2011,Asia,"$42,462",
13,Fellowship Foundation,2011,Asia,"$264,513",
14,Focus on the Family,2011,Asia,"$664,128",
15,Heartbeat International,2011,Asia,"$1,000",
16,Home School Legal Defense Association,2011,Asia,$0,
17,Human Life International,2011,Asia,"$223,076",
18,International House of Prayer,2011,Asia,"$9,911",
19,International Human Rights Group,2011,Asia,,No 990
20,InterVarsity Christian Fellowship,2011,Asia,"$68,308",
21,Leadership Institute,2011,Asia,"$20,618",
22,Liberty Counsel,2011,Asia,,No Schedule F
23,LifeSiteNews,2011,Asia,$0,
24,Population Research Institute,2011,Asia,"$26,906",
25,Religious Freedom Institute,2011,Asia,,No 990
26,Summit Ministries,2011,Asia,$0,
27,The Heritage Foundation,2011,Asia,"$209,766",
28,World Youth Alliance,2011,Asia,"$63,308",
1,Acton Institute for the Study of Religion and Liberty,2011,Eurasia/Russia,$0,
2,Alliance Defending Freedom,2011,Eurasia/Russia,$0,
3,American Center for Law and Justice,2011,Eurasia/Russia,"$334,688",
4,"American Society for the Defense of Tradition, Family, Property",2011,Eurasia/Russia,$0,
5,Bethany Christian Services,2011,Eurasia/Russia,$0,
6,Billy Graham Evangelistic Association,2011,Eurasia/Russia,"$284,488",
7,Capitol Ministries,2011,Eurasia/Russia,$0,
8,Cato Institute,2011,Eurasia/Russia,"$245,000",
9,Exodus Cry,2011,Eurasia/Russia,$0,
10,Family Research Council,2011,Eurasia/Russia,,No Schedule F
11,Family Watch International,2011,Eurasia/Russia,,No 990
12,Federalist Society,2011,Eurasia/Russia,$0,
13,Fellowship Foundation,2011,Eurasia/Russia,"$31,800",
14,Focus on the Family,2011,Eurasia/Russia,$0,
15,Heartbeat International,2011,Eurasia/Russia,$0,
16,Home School Legal Defense Association,2011,Eurasia/Russia,$0,
17,Human Life International,2011,Eurasia/Russia,"$24,921",
18,International House of Prayer,2011,Eurasia/Russia,$0,
19,International Human Rights Group,2011,Eurasia/Russia,,No 990
20,InterVarsity Christian Fellowship,2011,Eurasia/Russia,"$189,578",
21,Leadership Institute,2011,Eurasia/Russia,"$5,154",
22,Liberty Counsel,2011,Eurasia/Russia,,No Schedule F
23,LifeSiteNews,2011,Eurasia/Russia,$0,
24,Population Research Institute,2011,Eurasia/Russia,$0,
25,Religious Freedom Institute,2011,Eurasia/Russia,,No 990
26,Summit Ministries,2011,Eurasia/Russia,$0,
27,The Heritage Foundation,2011,Eurasia/Russia,"$6,564",
28,World Youth Alliance,2011,Eurasia/Russia,$0,
1,Acton Institute for the Study of Religion and Liberty,2011,Europe,"$160,739",
2,Alliance Defending Freedom,2011,Europe,"$774,949",
3,American Center for Law and Justice,2011,Europe,"$1,333,273",
4,"American Society for the Defense of Tradition, Family, Property",2011,Europe,"$27,831",
5,Bethany Christian Services,2011,Europe,$0,
6,Billy Graham Evangelistic Association,2011,Europe,"$5,672,609",
7,Capitol Ministries,2011,Europe,,No Schedule F
8,Cato Institute,2011,Europe,"$51,500",
9,Exodus Cry,2011,Europe,"$5,910",
10,Family Research Council,2011,Europe,,No Schedule F
11,Family Watch International,2011,Europe,,No 990
12,Federalist Society,2011,Europe,"$732,000",
13,Fellowship Foundation ,2011,Europe,"$26,783",
14,Focus on the Family,2011,Europe,"$76,605",
15,Heartbeat International,2011,Europe,"$1,900",
16,Home School Legal Defense Association,2011,Europe,"$19,854",
17,Human Life International,2011,Europe,"$362,023",
18,International House of Prayer,2011,Europe,"$29,344",
19,International Human Rights Group,2011,Europe,,No 990
20,InterVarsity Christian Fellowship,2011,Europe,"$1,408,576",
21,Leadership Institute,2011,Europe,"$69,093",
22,Liberty Counsel,2011,Europe,,No Schedule F
23,LifeSiteNews,2011,Europe,$0,
24,Population Research Institute,2011,Europe,"$62,421",
25,Religious Freedom Institute,2011,Europe,,No 990
26,Summit Ministries,2011,Europe,$0,
27,The Heritage Foundation,2011,Europe,"$102,102",
28,World Youth Alliance,2011,Europe,"$79,510",
1,Acton Institute for the Study of Religion and Liberty,2011,Latin America,"$29,040",
2,Alliance Defending Freedom,2011,Latin America,"$215,421",
3,American Center for Law and Justice,2011,Latin America,$0,
4,"American Society for the Defense of Tradition, Family, Property",2011,Latin America,"$264,176",
5,Bethany Christian Services,2011,Latin America,,No Schedule F
6,Billy Graham Evangelistic Association,2011,Latin America,"$1,837,036",
7,Capitol Ministries,2011,Latin America,$0,
8,Cato Institute,2011,Latin America,"$63,870",
9,Exodus Cry,2011,Latin America,"$6,607",
10,Family Research Council,2011,Latin America,,No Schedule F
11,Family Watch International,2011,Latin America,,No 990
12,Federalist Society,2011,Latin America,$0,
13,Fellowship Foundation,2011,Latin America,"$268,681",
14,Focus on the Family,2011,Latin America,"$587,990",
15,Heartbeat International,2011,Latin America,$0,
16,Home School Legal Defense Association,2011,Latin America,$0,
17,Human Life International,2011,Latin America,"$166,006",
18,International House of Prayer,2011,Latin America,"$4,307",
19,International Human Rights Group,2011,Latin America,,No 990
20,InterVarsity Christian Fellowship,2011,Latin America,"$142,731",
21,Leadership Institute,2011,Latin America,"$30,926",
22,Liberty Counsel,2011,Latin America,,No Schedule F
23,LifeSiteNews,2011,Latin America,$0,
24,Population Research Institute,2011,Latin America,"$90,250",
25,Religious Freedom Institute,2011,Latin America,,No 990
26,Summit Ministries,2011,Latin America,$0,
27,The Heritage Foundation,2011,Latin America,"$22,145",
28,World Youth Alliance,2011,Latin America,"$64,879",
1,Acton Institute for the Study of Religion and Liberty,2011,Middle East & North Africa,$0,
2,Alliance Defending Freedom,2011,Middle East & North Africa,$0,
3,American Center for Law and Justice,2011,Middle East & North Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2011,Middle East & North Africa,$0,
5,Bethany Christian Services,2011,Middle East & North Africa,$0,
6,Billy Graham Evangelistic Association,2011,Middle East & North Africa,$0,
7,Capitol Ministries,2011,Middle East & North Africa,,No Schedule F
8,Cato Institute,2011,Middle East & North Africa,$0,
9,Exodus Cry,2011,Middle East & North Africa,"$10,321",
10,Family Research Council,2011,Middle East & North Africa,,No Schedule F
11,Family Watch International,2011,Middle East & North Africa,,No 990
12,Federalist Society,2011,Middle East & North Africa,$0,
13,Fellowship Foundation,2011,Middle East & North Africa,"$108,550",
14,Focus on the Family,2011,Middle East & North Africa,"$258,415",
15,Heartbeat International,2011,Middle East & North Africa,$0,
16,Home School Legal Defense Association,2011,Middle East & North Africa,$0,
17,Human Life International,2011,Middle East & North Africa,"$22,717",
18,International House of Prayer,2011,Middle East & North Africa,"$20,474",
19,International Human Rights Group,2011,Middle East & North Africa,,No 990
20,InterVarsity Christian Fellowship,2011,Middle East & North Africa,"$224,757",
21,Leadership Institute,2011,Middle East & North Africa,$0,
22,Liberty Counsel,2011,Middle East & North Africa,,No Schedule F
23,LifeSiteNews,2011,Middle East & North Africa,$0,
24,Population Research Institute,2011,Middle East & North Africa,$0,
25,Religious Freedom Institute,2011,Middle East & North Africa,,No 990
26,Summit Ministries,2011,Middle East & North Africa,$0,
27,The Heritage Foundation,2011,Middle East & North Africa,$922,
28,World Youth Alliance,2011,Middle East & North Africa,$0,
1,Acton Institute for the Study of Religion and Liberty,2011,North America (outside the US),"$2,100",
2,Alliance Defending Freedom,2011,North America (outside the US),"$206,624",
3,American Center for Law and Justice,2011,North America (outside the US),$0,
4,"American Society for the Defense of Tradition, Family, Property",2011,North America (outside the US),$0,
5,Bethany Christian Services,2011,North America (outside the US),0,
6,Billy Graham Evangelistic Association,2011,North America (outside the US),"$594,175",
7,Capitol Ministries,2011,North America (outside the US),$0,
8,Cato Institute,2011,North America (outside the US),$0,
9,Exodus Cry,2011,North America (outside the US),$0,
10,Family Research Council,2011,North America (outside the US),,No Schedule F
11,Family Watch International,2011,North America (outside the US),,No 990
12,Federalist Society,2011,North America (outside the US),$0,
13,Fellowship Foundation,2011,North America (outside the US),"$9,955",
14,Focus on the Family,2011,North America (outside the US),"$11,616",
15,Heartbeat International,2011,North America (outside the US),"$23,450",
16,Home School Legal Defense Association,2011,North America (outside the US),$0,
17,Human Life International,2011,North America (outside the US),$0,
18,International House of Prayer,2011,North America (outside the US),$0,
19,International Human Rights Group,2011,North America (outside the US),,No 990
20,InterVarsity Christian Fellowship,2011,North America (outside the US),$278,
21,Leadership Institute,2011,North America (outside the US),"$15,463",
22,Liberty Counsel,2011,North America (outside the US),,No Schedule F
23,LifeSiteNews,2011,North America (outside the US),"$35,000",
24,Population Research Institute,2011,North America (outside the US),$0,
25,Religious Freedom Institute,2011,North America (outside the US),,No 990
26,Summit Ministries,2011,North America (outside the US),$0,
27,The Heritage Foundation,2011,North America (outside the US),"$1,463",
28,World Youth Alliance,2011,North America (outside the US),$0,
1,Acton Institute for the Study of Religion and Liberty,2010,Africa,$0,
2,Alliance Defending Freedom,2010,Africa,$0,
3,American Center for Law and Justice,2010,Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2010,Africa,$0,
5,Bethany Christian Services,2010,Africa,"$365,872",
6,Billy Graham Evangelistic Association,2010,Africa,"$1,489,056",
7,Capitol Ministries,2010,Africa,$0,
8,Cato Institute,2010,Africa,$0,
9,Exodus Cry,2010,Africa,"$2,000",
10,Family Research Council,2010,Africa,,No Schedule F
11,Family Watch International,2010,Africa,,No 990
12,Federalist Society,2010,Africa,,No Schedule F
13,Fellowship Foundation,2010,Africa,"$2,040,137",
14,Focus on the Family,2010,Africa,"$411,834",
15,Heartbeat International,2010,Africa,"$33,319",
16,Home School Legal Defense Association,2010,Africa,$0,
17,Human Life International,2010,Africa,"$401,423",
18,International House of Prayer,2010,Africa,"$1,640",
19,International Human Rights Group,2010,Africa,,No 990
20,InterVarsity Christian Fellowship,2010,Africa,"$68,767",
21,Leadership Institute,2010,Africa,$0,
22,Liberty Counsel,2010,Africa,,No 990
23,LifeSiteNews,2010,Africa,$0,
24,Population Research Institute,2010,Africa,$0,
25,Religious Freedom Institute,2010,Africa,,No 990
26,Summit Ministries,2010,Africa,$0,
27,The Heritage Foundation,2010,Africa,$0,
28,World Youth Alliance,2010,Africa,"$57,094",
1,Acton Institute for the Study of Religion and Liberty,2010,Asia,$0,
2,Alliance Defending Freedom,2010,Asia,"$91,361",
3,American Center for Law and Justice,2010,Asia,$0,
4,"American Society for the Defense of Tradition, Family, Property",2010,Asia,$0,
5,Bethany Christian Services,2010,Asia,,No Schedule F
6,Billy Graham Evangelistic Association,2010,Asia,"$4,424,495",
7,Capitol Ministries,2010,Asia,$0,
8,Cato Institute,2010,Asia,$0,
9,Exodus Cry,2010,Asia,$0,
10,Family Research Council,2010,Asia,,No Schedule F
11,Family Watch International,2010,Asia,,No 990
12,Federalist Society,2010,Asia,,No Schedule F
13,Fellowship Foundation,2010,Asia,"$167,574",
14,Focus on the Family,2010,Asia,"$739,568",
15,Heartbeat International,2010,Asia,$0,
16,Home School Legal Defense Association,2010,Asia,$0,
17,Human Life International,2010,Asia,"$314,833",
18,International House of Prayer,2010,Asia,"$21,738",
19,International Human Rights Group,2010,Asia,,No 990
20,InterVarsity Christian Fellowship,2010,Asia,"$145,909",
21,Leadership Institute,2010,Asia,"$13,107",
22,Liberty Counsel,2010,Asia,,No 990
23,LifeSiteNews,2010,Asia,$0,
24,Population Research Institute,2010,Asia,"$54,038",
25,Religious Freedom Institute,2010,Asia,,No 990
26,Summit Ministries,2010,Asia,$0,
27,The Heritage Foundation,2010,Asia,101075,
28,World Youth Alliance,2010,Asia,"$65,159",
1,Acton Institute for the Study of Religion and Liberty,2010,Eurasia/Russia,$0,
2,Alliance Defending Freedom,2010,Eurasia/Russia,"$6,300",
3,American Center for Law and Justice,2010,Eurasia/Russia,"$286,978",
4,"American Society for the Defense of Tradition, Family, Property",2010,Eurasia/Russia,$0,
5,Bethany Christian Services,2010,Eurasia/Russia,$0,
6,Billy Graham Evangelistic Association,2010,Eurasia/Russia,"$238,717",
7,Capitol Ministries,2010,Eurasia/Russia,$0,
8,Cato Institute,2010,Eurasia/Russia,"$300,000",
9,Exodus Cry,2010,Eurasia/Russia,"$10,000",
10,Family Research Council,2010,Eurasia/Russia,,No Schedule F
11,Family Watch International,2010,Eurasia/Russia,,No 990
12,Federalist Society,2010,Eurasia/Russia,,No Schedule F
13,Fellowship Foundation,2010,Eurasia/Russia,"$20,200",
14,Focus on the Family,2010,Eurasia/Russia,$0,
15,Heartbeat International,2010,Eurasia/Russia,$0,
16,Home School Legal Defense Association,2010,Eurasia/Russia,$0,
17,Human Life International,2010,Eurasia/Russia,"$71,836",
18,International House of Prayer,2010,Eurasia/Russia,$958,
19,International Human Rights Group,2010,Eurasia/Russia,,No 990
20,InterVarsity Christian Fellowship,2010,Eurasia/Russia,"$171,216",
21,Leadership Institute,2010,Eurasia/Russia,$0,
22,Liberty Counsel,2010,Eurasia/Russia,,No 990
23,LifeSiteNews,2010,Eurasia/Russia,$0,
24,Population Research Institute,2010,Eurasia/Russia,$0,
25,Religious Freedom Institute,2010,Eurasia/Russia,,No 990
26,Summit Ministries,2010,Eurasia/Russia,$0,
27,The Heritage Foundation,2010,Eurasia/Russia,"$79,677",
28,World Youth Alliance,2010,Eurasia/Russia,$0,
1,Acton Institute for the Study of Religion and Liberty,2010,Europe,"$169,741",
2,Alliance Defending Freedom,2010,Europe,"$321,302",
3,American Center for Law and Justice,2010,Europe,"$1,549,920",
4,"American Society for the Defense of Tradition, Family, Property",2010,Europe,"$1,320",
5,Bethany Christian Services,2010,Europe,$0,
6,Billy Graham Evangelistic Association,2010,Europe,"$1,749,996",
7,Capitol Ministries,2010,Europe,$0,
8,Cato Institute,2010,Europe,"$61,800",
9,Exodus Cry,2010,Europe,$571,
10,Family Research Council,2010,Europe,,No Schedule F
11,Family Watch International,2010,Europe,,No 990
12,Federalist Society,2010,Europe,,No Schedule F
13,Fellowship Foundation ,2010,Europe,"$55,983",
14,Focus on the Family,2010,Europe,"$75,991",
15,Heartbeat International,2010,Europe,$0,
16,Home School Legal Defense Association,2010,Europe,"$47,633",
17,Human Life International,2010,Europe,"$281,175",
18,International House of Prayer,2010,Europe,"$14,221",
19,International Human Rights Group,2010,Europe,,No 990
20,InterVarsity Christian Fellowship,2010,Europe,"$1,283,331",
21,Leadership Institute,2010,Europe,"$44,779",
22,Liberty Counsel,2010,Europe,,No 990
23,LifeSiteNews,2010,Europe,$0,
24,Population Research Institute,2010,Europe,"$54,038",
25,Religious Freedom Institute,2010,Europe,,No 990
26,Summit Ministries,2010,Europe,"$436,621",
27,The Heritage Foundation,2010,Europe,"$26,130",
28,World Youth Alliance,2010,Europe,"$82,967",
1,Acton Institute for the Study of Religion and Liberty,2010,Latin America,"$76,000",
2,Alliance Defending Freedom,2010,Latin America,"$65,200",
3,American Center for Law and Justice,2010,Latin America,$0,
4,"American Society for the Defense of Tradition, Family, Property",2010,Latin America,"$199,063",
5,Bethany Christian Services,2010,Latin America,,No Schedule F
6,Billy Graham Evangelistic Association,2010,Latin America,"$4,798,918",
7,Capitol Ministries,2010,Latin America,"$47,495",
8,Cato Institute,2010,Latin America,"$62,718",
9,Exodus Cry,2010,Latin America,$0,
10,Family Research Council,2010,Latin America,,No Schedule F
11,Family Watch International,2010,Latin America,,No 990
12,Federalist Society,2010,Latin America,,No Schedule F
13,Fellowship Foundation,2010,Latin America,"$481,654",
14,Focus on the Family,2010,Latin America,"$775,131",
15,Heartbeat International,2010,Latin America,$0,
16,Home School Legal Defense Association,2010,Latin America,$0,
17,Human Life International,2010,Latin America,"$368,524",
18,International House of Prayer,2010,Latin America,$0,
19,International Human Rights Group,2010,Latin America,,No 990
20,InterVarsity Christian Fellowship,2010,Latin America,"$75,508",
21,Leadership Institute,2010,Latin America,"$95,029",
22,Liberty Counsel,2010,Latin America,,No 990
23,LifeSiteNews,2010,Latin America,$0,
24,Population Research Institute,2010,Latin America,"$54,038",
25,Religious Freedom Institute,2010,Latin America,,No 990
26,Summit Ministries,2010,Latin America,$0,
27,The Heritage Foundation,2010,Latin America,"$3,244",
28,World Youth Alliance,2010,Latin America,"$66,084",
1,Acton Institute for the Study of Religion and Liberty,2010,Middle East & North Africa,$0,
2,Alliance Defending Freedom,2010,Middle East & North Africa,$0,
3,American Center for Law and Justice,2010,Middle East & North Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2010,Middle East & North Africa,$0,
5,Bethany Christian Services,2010,Middle East & North Africa,$0,
6,Billy Graham Evangelistic Association,2010,Middle East & North Africa,$0,
7,Capitol Ministries,2010,Middle East & North Africa,$0,
8,Cato Institute,2010,Middle East & North Africa,$0,
9,Exodus Cry,2010,Middle East & North Africa,$0,
10,Family Research Council,2010,Middle East & North Africa,,No Schedule F
11,Family Watch International,2010,Middle East & North Africa,,No 990
12,Federalist Society,2010,Middle East & North Africa,,No Schedule F
13,Fellowship Foundation,2010,Middle East & North Africa,"$161,822",
14,Focus on the Family,2010,Middle East & North Africa,"$254,994",
15,Heartbeat International,2010,Middle East & North Africa,$0,
16,Home School Legal Defense Association,2010,Middle East & North Africa,$0,
17,Human Life International,2010,Middle East & North Africa,"$37,176",
18,International House of Prayer,2010,Middle East & North Africa,"$2,546",
19,International Human Rights Group,2010,Middle East & North Africa,,No 990
20,InterVarsity Christian Fellowship,2010,Middle East & North Africa,"$185,963",
21,Leadership Institute,2010,Middle East & North Africa,$0,
22,Liberty Counsel,2010,Middle East & North Africa,,No 990
23,LifeSiteNews,2010,Middle East & North Africa,$0,
24,Population Research Institute,2010,Middle East & North Africa,$0,
25,Religious Freedom Institute,2010,Middle East & North Africa,,No 990
26,Summit Ministries,2010,Middle East & North Africa,$0,
27,The Heritage Foundation,2010,Middle East & North Africa,$0,
28,World Youth Alliance,2010,Middle East & North Africa,$0,
1,Acton Institute for the Study of Religion and Liberty,2010,North America (outside the US),$0,
2,Alliance Defending Freedom,2010,North America (outside the US),"$187,256",
3,American Center for Law and Justice,2010,North America (outside the US),$0,
4,"American Society for the Defense of Tradition, Family, Property",2010,North America (outside the US),$0,
5,Bethany Christian Services,2010,North America (outside the US),0,
6,Billy Graham Evangelistic Association,2010,North America (outside the US),"$3,086,241",
7,Capitol Ministries,2010,North America (outside the US),$0,
8,Cato Institute,2010,North America (outside the US),$0,
9,Exodus Cry,2010,North America (outside the US),$0,
10,Family Research Council,2010,North America (outside the US),,No Schedule F
11,Family Watch International,2010,North America (outside the US),,No 990
12,Federalist Society,2010,North America (outside the US),,No Schedule F
13,Fellowship Foundation,2010,North America (outside the US),"$9,750",
14,Focus on the Family,2010,North America (outside the US),"$100,049",
15,Heartbeat International,2010,North America (outside the US),"$53,000",
16,Home School Legal Defense Association,2010,North America (outside the US),"$12,376",
17,Human Life International,2010,North America (outside the US),$0,
18,International House of Prayer,2010,North America (outside the US),$0,
19,International Human Rights Group,2010,North America (outside the US),,No 990
20,InterVarsity Christian Fellowship,2010,North America (outside the US),"$580,181",
21,Leadership Institute,2010,North America (outside the US),$0,
22,Liberty Counsel,2010,North America (outside the US),,No 990
23,LifeSiteNews,2010,North America (outside the US),"$46,000",
24,Population Research Institute,2010,North America (outside the US),$0,
25,Religious Freedom Institute,2010,North America (outside the US),,No 990
26,Summit Ministries,2010,North America (outside the US),$0,
27,The Heritage Foundation,2010,North America (outside the US),$0,
28,World Youth Alliance,2010,North America (outside the US),$0,
1,Acton Institute for the Study of Religion and Liberty,2009,Africa,$0,
2,Alliance Defending Freedom,2009,Africa,"$6,300",
3,American Center for Law and Justice,2009,Africa,$0,
4,"American Society for the Defense of Tradition, Family, Property",2009,Africa,$0,
5,Bethany Christian Services,2009,Africa,,No Schedule F
6,Billy Graham Evangelistic Association,2009,Africa,"$29,111",
7,Capitol Ministries,2009,Africa,$0,
8,Cato Institute,2009,Africa,"$8,370",
9,Exodus Cry,2009,Africa,,No 990
10,Family Research Council,2009,Africa,,No Schedule F
11,Family Watch International,2009,Africa,,No 990
12,Federalist Society,2009,Africa,,No Schedule F
13,Fellowship Foundation,2009,Africa,"$1,752,312",
14,Focus on the Family,2009,Africa,"$352,154",
15,Heartbeat International,2009,Africa,"$19,000",
16,Home School Legal Defense Association,2009,Africa,"$1,500",
17,Human Life International,2009,Africa,"$439,687",
18,International House of Prayer,2009,Africa,$0,
19,International Human Rights Group,2009,Africa,,No 990
20,InterVarsity Christian Fellowship,2009,Africa,"$57,200",
21,Leadership Institute,2009,Africa,$0,
22,Liberty Counsel,2009,Africa,,No 990
23,LifeSiteNews,2009,Africa,,No Schedule F
24,Population Research Institute,2009,Africa,$0,
25,Religious Freedom Institute,2009,Africa,,No 990
26,Summit Ministries,2009,Africa,$0,
27,The Heritage Foundation,2009,Africa,$0,
28,World Youth Alliance,2009,Africa,"$50,240",
1,Acton Institute for the Study of Religion and Liberty,2009,Asia,$0,
2,Alliance Defending Freedom,2009,Asia,"$25,000",
3,American Center for Law and Justice,2009,Asia,$0,
4,"American Society for the Defense of Tradition, Family, Property",2009,Asia,$0,
5,Bethany Christian Services,2009,Asia,,No Schedule F
6,Billy Graham Evangelistic Association,2009,Asia,"$3,707,292",
7,Capitol Ministries,2009,Asia,$0,
8,Cato Institute,2009,Asia,"$14,966",
9,Exodus Cry,2009,Asia,,No 990
10,Family Research Council,2009,Asia,,No Schedule F
11,Family Watch International,2009,Asia,,No 990
12,Federalist Society,2009,Asia,,No Schedule F
13,Fellowship Foundation,2009,Asia,"$195,181",
14,Focus on the Family,2009,Asia,"$803,780",
15,Heartbeat International,2009,Asia,$0,
16,Home School Legal Defense Association,2009,Asia,$0,
17,Human Life International,2009,Asia,"$283,706",
18,International House of Prayer,2009,Asia,"$36,364",
19,International Human Rights Group,2009,Asia,,No 990
20,InterVarsity Christian Fellowship,2009,Asia,"$186,217",
21,Leadership Institute,2009,Asia,"$14,453",
22,Liberty Counsel,2009,Asia,,No 990
23,LifeSiteNews,2009,Asia,,No Schedule F
24,Population Research Institute,2009,Asia,$0,
25,Religious Freedom Institute,2009,Asia,,No 990
26,Summit Ministries,2009,Asia,$0,
27,The Heritage Foundation,2009,Asia,157573,
28,World Youth Alliance,2009,Asia,"$57,052",
1,Acton Institute for the Study of Religion and Liberty,2009,Eurasia/Russia,$0,
2,Alliance Defending Freedom,2009,Eurasia/Russia,$0,
3,American Center for Law and Justice,2009,Eurasia/Russia,"$236,043",
4,"American Society for the Defense of Tradition, Family, Property",2009,Eurasia/Russia,$0,
5,Bethany Christian Services,2009,Eurasia/Russia,,No Schedule F
6,Billy Graham Evangelistic Association,2009,Eurasia/Russia,"$292,595",
7,Capitol Ministries,2009,Eurasia/Russia,$0,
8,Cato Institute,2009,Eurasia/Russia,"$320,000",
9,Exodus Cry,2009,Eurasia/Russia,,No 990
10,Family Research Council,2009,Eurasia/Russia,,No Schedule F
11,Family Watch International,2009,Eurasia/Russia,,No 990
12,Federalist Society,2009,Eurasia/Russia,,No Schedule F
13,Fellowship Foundation,2009,Eurasia/Russia,"$15,010",
14,Focus on the Family,2009,Eurasia/Russia,$0,
15,Heartbeat International,2009,Eurasia/Russia,$0,
16,Home School Legal Defense Association,2009,Eurasia/Russia,$0,
17,Human Life International,2009,Eurasia/Russia,"$69,907",
18,International House of Prayer,2009,Eurasia/Russia,$0,
19,International Human Rights Group,2009,Eurasia/Russia,,No 990
20,InterVarsity Christian Fellowship,2009,Eurasia/Russia,"$296,739",
21,Leadership Institute,2009,Eurasia/Russia,$0,
22,Liberty Counsel,2009,Eurasia/Russia,,No 990
23,LifeSiteNews,2009,Eurasia/Russia,,No Schedule F
24,Population Research Institute,2009,Eurasia/Russia,$0,
25,Religious Freedom Institute,2009,Eurasia/Russia,,No 990
26,Summit Ministries,2009,Eurasia/Russia,$0,
27,The Heritage Foundation,2009,Eurasia/Russia,"$9,383",
28,World Youth Alliance,2009,Eurasia/Russia,$0,
1,Acton Institute for the Study of Religion and Liberty,2009,Europe,"$115,765",
2,Alliance Defending Freedom,2009,Europe,"$314,265",
3,American Center for Law and Justice,2009,Europe,"$1,199,877",
4,"American Society for the Defense of Tradition, Family, Property",2009,Europe,$0,
5,Bethany Christian Services,2009,Europe,,No Schedule F
